KO	ph4.txt	ph45.txt	ph5.txt	ph55.txt	ph6.txt	ph65.txt	ph7.txt
K00952	4	1	5	6	18	13	11	K00952
K00953	3	4	11	22	88	58	38	K00953
K00954	586	598	1483	1771	3101	2417	1619	K00954
K00955	33	40	112	120	129	77	44	K00955
K00956	94	118	331	330	320	174	105	K00956
K00957	284	284	801	836	1180	876	533	K00957
K00958	89	114	301	307	531	371	266	K00958
K00962	429	455	1116	1188	1883	1358	970	K00962
K00963	266	287	755	866	1385	927	591	K00963
K00965	454	517	1254	1379	2245	1585	961	K00965
K00966	7	14	19	6	8	4	4	K00966
K00969	370	424	1113	1261	2114	1476	982	K00969
K00970	92	103	324	298	360	226	144	K00970
K00971	393	442	1260	1539	2368	1485	965	K00971
K00972	9	11	26	22	16	12	5	K00972
K00973	253	329	879	955	1422	954	608	K00973
K00974	54	75	213	181	144	66	35	K00974
K00975	261	316	921	1094	1990	1589	1061	K00975
K00978	189	227	635	676	1004	699	438	K00978
K00979	271	323	940	1131	2116	1558	1061	K00979
K00980	9	12	26	29	65	45	21	K00980
K00981	668	683	1744	2106	4069	2985	1905	K00981
K00982	293	367	1084	1299	2083	1430	901	K00982
K00984	2	5	6	6	5	6	6	K00984
K00986	1338	1332	3507	3322	5212	3752	2620	K00986
K00988	1	2	8	8	31	30	18	K00988
K00989	428	443	1117	1266	2069	1497	1037	K00989
K00990	396	415	1221	1516	2410	1765	1154	K00990
K00991	95	144	444	438	597	370	234	K00991
K00992	46	65	251	298	433	248	165	K00992
K00995	198	247	677	753	1099	794	526	K00995
K00997	318	372	978	1036	1703	1209	766	K00997
K00998	1	1	4	1	1	0	0	K00998
K00999	0	0	2	0	0	0	0	K00999
K01000	357	396	1123	1222	1977	1494	996	K01000
K01001	0	0	1	0	2	0	0	K01001
K01002	0	0	3	3	5	0	2	K01002
K01003	18	17	48	66	61	36	24	K01003
K01004	27	40	146	188	393	349	239	K01004
K01005	819	812	1771	1695	3188	2194	1381	K01005
K01006	331	367	961	1057	1650	1130	711	K01006
K01007	33	50	201	220	380	259	189	K01007
K01008	334	359	997	1120	2063	1479	1031	K01008
K01009	4	6	38	47	128	91	46	K01009
K01011	271	337	961	973	1572	1079	720	K01011
K01012	258	271	629	766	1273	918	569	K01012
K01013	2	0	1	1	9	6	8	K01013
K01021	21	25	74	90	127	71	51	K01021
K01023	280	303	949	979	1158	679	363	K01023
K01026	14	21	70	86	175	113	72	K01026
K01027	5	6	24	41	46	27	17	K01027
K01028	72	99	283	268	311	158	96	K01028
K01029	85	97	260	256	254	139	74	K01029
K01031	18	23	72	59	88	57	32	K01031
K01032	23	37	82	73	99	63	37	K01032
K01034	0	1	15	39	60	34	23	K01034
K01035	11	28	74	75	82	45	26	K01035
K01039	169	250	600	622	937	635	425	K01039
K01040	179	246	593	638	963	645	424	K01040
K01042	245	281	770	818	1370	961	641	K01042
K01045	0	1	16	25	29	15	7	K01045
K01046	151	133	551	681	1237	730	457	K01046
K01047	12	16	35	34	57	34	16	K01047
K01048	10	25	85	109	144	81	39	K01048
K01051	106	124	382	473	813	468	295	K01051
K01052	0	0	1	0	0	0	0	K01052
K01053	268	383	1125	1217	1684	1077	669	K01053
K01054	51	67	169	169	370	233	162	K01054
K01055	265	375	1047	1047	1569	936	621	K01055
K01056	724	648	1653	1882	3619	2681	1724	K01056
K01057	419	449	1161	1197	1827	1157	721	K01057
K01058	9	9	42	62	112	86	67	K01058
K01060	79	97	331	365	634	408	269	K01060
K01061	1083	1309	3558	4031	6709	4540	3018	K01061
K01062	2	1	5	3	13	9	6	K01062
K01066	229	253	704	717	899	517	338	K01066
K01069	384	523	1550	1698	2650	1778	1189	K01069
K01070	41	57	189	259	465	363	239	K01070
K01071	0	0	0	0	4	3	3	K01071
K01073	0	0	5	5	8	7	7	K01073
K01074	0	1	0	1	0	0	0	K01074
K01075	18	39	130	190	315	205	136	K01075
K01076	0	5	19	29	35	16	10	K01076
K01077	16	32	112	195	647	537	367	K01077
K01079	172	159	482	590	1017	684	409	K01079
K01081	2	8	34	54	122	70	50	K01081
K01082	71	97	289	318	492	324	179	K01082
K01083	3	6	13	31	351	388	329	K01083
K01086	2	0	3	3	3	0	0	K01086
K01087	79	115	324	332	463	297	170	K01087
K01089	12	14	36	46	94	39	33	K01089
K01091	359	439	1553	1683	2687	1734	1100	K01091
K01092	269	320	918	988	1629	1078	771	K01092
K01093	0	3	7	7	14	7	2	K01093
K01094	1	0	0	0	0	0	0	K01094
K01095	289	268	675	784	1680	1248	839	K01095
K01097	1	3	2	1	0	0	0	K01097
K01101	0	1	0	0	0	0	0	"4-nitrophenyl phosphatase [EC:3.1.3.41]"
K01102	1	0	0	0	0	0	0	K01102
K01104	83	94	193	187	286	142	87	K01104
K01113	50	89	472	854	2946	2484	1784	K01113
K01114	1162	1269	3336	2668	2284	992	446	K01114
K01115	90	87	234	203	331	238	168	K01115
K01118	92	111	351	467	748	480	270	K01118
K01119	10	18	60	74	166	99	71	K01119
K01126	250	288	836	927	1958	1380	979	K01126
K01129	512	484	1317	1488	2318	1670	1074	K01129
K01130	21	14	63	45	26	6	1	K01130
K01132	0	0	1	0	0	1	1	K01132
K01133	12	14	45	36	40	22	17	K01133
K01134	11	23	78	86	131	87	49	K01134
K01135	3	3	53	63	104	78	53	K01135
K01136	6	10	59	57	104	77	43	K01136
K01137	0	0	0	6	9	7	4	K01137
K01138	10	9	36	16	5	1	0	K01138
K01139	89	116	263	224	278	168	113	K01139
K01141	12	16	32	24	39	18	3	K01141
K01142	179	261	857	968	1465	945	618	K01142
K01146	0	0	2	0	0	1	0	K01146
K01147	3	4	27	36	77	51	28	K01147
K01150	0	0	0	1	1	2	1	K01150
K01151	363	423	1081	1214	2024	1415	926	K01151
K01153	623	616	1390	962	1041	503	299	K01153
K01154	899	729	1709	1122	1094	473	279	K01154
K01155	27	40	98	87	84	26	20	K01155
K01156	314	269	555	312	245	82	51	K01156
K01158	0	0	6	4	4	2	2	K01158
K01159	648	595	1508	1784	3207	2311	1546	K01159
K01160	118	98	316	222	328	127	106	K01160
K01163	7	3	27	31	60	42	22	K01163
K01166	26	50	167	172	133	69	29	K01166
K01167	57	48	126	168	356	305	215	K01167
K01169	0	0	1	0	0	0	0	K01169
K01170	5	7	14	10	20	16	15	K01170
K01173	23	23	128	239	721	509	357	K01173
K01174	37	72	359	570	1438	1024	715	K01174
K01175	4	7	23	30	23	8	9	K01175
K01176	12	21	64	68	150	68	53	K01176
K01178	198	246	576	468	416	190	113	K01178
K01179	103	132	462	536	1028	615	431	K01179
K01180	10	10	37	42	96	45	25	K01180
K01181	239	296	871	968	1585	1081	658	K01181
K01182	3	3	15	15	17	6	6	K01182
K01183	64	73	142	176	401	237	184	K01183
K01185	111	116	334	313	379	188	111	K01185
K01186	19	22	84	98	124	77	40	K01186
K01187	67	90	331	272	271	128	70	K01187
K01190	78	120	361	318	343	137	81	K01190
K01191	84	102	233	169	112	34	23	K01191
K01192	31	39	119	99	143	63	51	K01192
K01193	47	57	210	173	135	53	33	K01193
K01194	111	137	348	362	487	287	208	K01194
K01195	11	20	80	67	58	31	19	K01195
K01197	0	1	1	0	7	1	1	K01197
K01198	45	68	232	276	416	272	172	K01198
K01199	0	0	1	0	0	0	0	K01199
K01200	3	6	32	22	56	36	29	K01200
K01201	88	104	277	319	483	262	168	K01201
K01202	34	44	46	26	19	9	2	K01202
K01205	15	19	43	47	49	21	9	K01205
K01206	1037	1070	2853	3172	4439	2601	1595	K01206
K01207	245	356	967	1044	1671	1123	718	K01207
K01208	4	3	27	28	28	10	9	K01208
K01209	709	806	2357	2488	3479	2209	1379	K01209
K01210	3	7	14	8	7	2	0	K01210
K01212	0	0	1	2	1	0	1	K01212
K01214	102	110	309	245	218	134	77	K01214
K01218	48	57	236	230	314	169	102	K01218
K01222	42	45	112	96	122	57	26	K01222
K01223	0	0	1	1	6	4	2	K01223
K01224	44	48	147	137	257	152	117	K01224
K01228	1	0	1	0	0	0	0	K01228
K01233	10	10	53	88	209	110	51	K01233
K01235	38	50	170	171	242	135	80	K01235
K01236	209	264	698	663	743	408	247	K01236
K01239	3	4	12	12	36	20	11	K01239
K01240	0	0	4	2	3	3	2	K01240
K01241	60	69	264	352	651	526	320	K01241
K01243	63	71	234	246	359	206	126	K01243
K01244	0	0	0	0	2	1	1	K01244
K01245	0	1	1	0	0	0	0	K01245
K01246	690	654	1780	1976	3653	2669	1784	K01246
K01247	233	301	860	923	1442	956	613	K01247
K01251	1517	1146	2773	3192	5708	4465	2965	K01251
K01252	2	1	3	1	0	0	0	K01252
K01254	1	7	34	31	56	42	21	K01254
K01255	195	231	630	670	882	542	317	K01255
K01256	73	115	289	271	318	183	114	K01256
K01258	118	200	560	601	1017	752	484	K01258
K01259	268	310	821	910	1647	1072	786	K01259
K01261	0	0	0	0	2	1	0	K01261
K01262	132	193	554	543	717	446	298	K01262
K01265	601	687	1649	1757	3042	2230	1542	K01265
K01266	405	396	950	1128	2565	2129	1439	K01266
K01267	4	2	10	4	12	9	5	K01267
K01269	8	8	10	8	16	7	4	K01269
K01270	0	3	33	46	96	79	41	K01270
K01271	168	236	741	677	852	482	287	K01271
K01273	706	763	2213	2916	5933	4629	3134	K01273
K01277	9	15	78	87	179	175	113	K01277
K01278	25	48	164	173	240	131	103	K01278
K01279	0	1	0	0	0	0	0	"tripeptidyl-peptidase I [EC:3.4.14.9]"
K01280	0	0	3	2	17	11	4	K01280
K01281	2	3	13	19	65	60	49	K01281
K01283	86	162	562	698	1651	1420	1006	K01283
K01284	35	43	133	154	166	92	49	K01284
K01286	299	457	1428	1538	2913	2015	1474	K01286
K01295	203	257	716	771	1115	762	461	K01295
K01297	313	352	971	1252	2772	2067	1446	K01297
K01299	177	200	539	587	962	657	480	K01299
K01301	60	90	330	314	373	199	136	K01301
K01302	57	144	687	815	1489	999	672	K01302
K01303	363	537	1507	1598	2693	1772	1243	K01303
K01304	142	136	304	345	547	369	199	K01304
K01305	0	3	22	37	79	52	36	K01305
K01308	1	0	1	0	0	0	0	K01308
K01309	1	1	1	1	0	0	0	K01309
K01318	1	10	25	29	124	126	85	K01318
K01322	92	148	554	574	788	469	306	K01322
K01337	2	11	78	114	264	145	100	K01337
K01338	135	202	446	430	524	306	217	K01338
K01342	0	1	2	4	8	7	8	K01342
K01354	80	98	288	298	508	321	219	K01354
K01356	404	459	1220	1316	2214	1540	1047	K01356
K01358	1259	1105	2787	3017	5126	3817	2436	K01358
K01369	0	0	1	0	0	0	0	K01369
K01372	42	32	98	89	133	67	33	K01372
K01387	0	0	2	0	12	6	3	K01387
K01400	0	0	3	1	4	3	1	K01400
K01406	59	105	843	1614	4195	3042	1874	K01406
K01409	0	0	0	2	0	0	0	K01409
K01414	11	17	66	57	54	31	18	K01414
K01416	0	0	0	4	2	4	0	K01416
K01417	7	14	64	132	579	405	310	K01417
K01419	473	421	1032	1209	2119	1657	1126	K01419
K01420	21	28	177	233	379	249	172	K01420
K01421	8	13	16	6	8	4	1	K01421
K01423	98	159	527	614	1060	773	567	K01423
K01424	267	285	813	1069	2761	2285	1640	K01424
K01425	39	65	257	421	1328	1136	758	K01425
K01426	689	940	2772	2758	3933	2514	1628	K01426
K01428	36	37	93	105	153	107	57	K01428
K01429	51	63	190	236	437	319	186	K01429
K01430	51	58	195	206	395	286	172	K01430
K01431	51	66	143	147	302	208	148	K01431
K01432	68	117	342	464	729	508	301	K01432
K01433	172	181	475	501	618	393	234	K01433
K01434	123	191	500	516	724	424	300	K01434
K01436	0	1	2	0	0	0	0	K01436
K01438	68	90	299	317	496	319	205	K01438
K01439	87	110	316	340	493	292	172	K01439
K01442	1	3	14	9	4	1	0	K01442
K01443	504	524	1234	1325	2112	1561	961	K01443
K01444	29	53	201	248	376	243	180	K01444
K01447	131	158	570	682	1001	648	424	K01447
K01448	833	864	2534	3173	6001	4407	2944	K01448
K01449	55	81	378	567	881	665	419	K01449
K01451	31	36	89	105	94	67	31	K01451
K01453	1	1	2	3	1	1	0	K01453
K01455	85	96	263	251	434	305	195	K01455
K01456	1	3	3	3	5	7	4	K01456
K01457	11	17	93	116	168	105	66	K01457
K01458	123	149	476	616	1102	810	515	K01458
K01459	15	22	65	78	117	83	57	K01459
K01462	947	929	2329	2698	4937	3735	2488	K01462
K01463	302	396	1031	1029	1536	1010	688	K01463
K01464	89	140	367	359	554	340	225	K01464
K01465	131	183	497	481	679	379	238	K01465
K01466	44	64	166	194	366	240	170	K01466
K01467	40	77	207	217	425	275	186	K01467
K01468	209	247	716	828	1524	1055	721	K01468
K01469	12	18	81	75	81	40	25	K01469
K01470	570	605	1792	2113	4139	3274	2109	K01470
K01473	147	193	497	412	476	301	187	K01473
K01474	99	140	359	329	360	234	167	K01474
K01475	33	46	130	128	144	111	65	K01475
K01476	188	208	512	489	828	611	437	K01476
K01477	35	59	186	271	803	649	469	K01477
K01478	121	134	365	471	940	654	441	K01478
K01479	10	16	58	71	90	59	39	K01479
K01480	163	203	570	582	1177	815	510	K01480
K01481	1	1	8	7	10	5	3	K01481
K01482	74	102	303	379	906	713	483	K01482
K01483	38	52	175	222	406	279	160	K01483
K01484	8	10	85	113	173	99	63	K01484
K01485	153	157	437	481	828	586	381	K01485
K01486	47	57	149	135	200	118	68	K01486
K01487	8	18	77	96	159	117	66	K01487
K01488	29	60	169	201	302	183	111	K01488
K01489	392	406	1083	1244	2285	1650	1079	K01489
K01490	2	1	1	0	0	0	0	K01490
K01491	96	139	439	434	577	343	202	K01491
K01493	67	74	229	219	382	254	184	K01493
K01494	478	500	1218	1301	2120	1539	1097	K01494
K01495	898	840	2132	2368	3979	2898	1951	K01495
K01496	112	131	386	407	617	440	273	K01496
K01497	28	28	104	132	185	114	64	K01497
K01499	16	23	61	54	103	74	55	K01499
K01500	19	19	72	88	167	108	92	K01500
K01501	25	58	286	309	446	276	164	K01501
K01505	9	21	42	30	50	38	25	K01505
K01506	16	19	41	32	36	22	8	K01506
K01507	775	815	2148	2368	3639	2775	1737	K01507
K01512	265	296	806	953	1718	1212	815	K01512
K01515	261	343	900	945	1512	1092	767	K01515
K01517	0	0	10	14	12	5	2	K01517
K01518	8	13	60	66	103	93	67	K01518
K01519	752	661	1725	1894	3709	2632	1705	K01519
K01520	408	433	1222	1377	2384	1682	1080	K01520
K01521	47	29	108	101	69	23	6	K01521
K01523	56	80	251	312	442	318	178	K01523
K01524	349	445	1258	1354	2287	1493	1008	K01524
K01525	47	45	142	202	523	399	292	K01525
K01526	0	0	1	0	0	0	0	K01526
K01527	1	0	1	0	0	0	0	K01527
K01529	7	14	36	51	118	87	60	K01529
K01531	28	53	197	221	217	63	32	K01531
K01533	30	49	187	167	235	127	86	K01533
K01534	5	7	23	31	57	52	36	K01534
K01535	9	10	28	30	12	5	2	K01535
K01537	3	6	30	46	84	59	35	K01537
K01545	114	119	338	441	811	491	242	K01545
K01546	382	397	1071	1175	1878	1154	564	K01546
K01547	324	312	800	896	1212	692	428	K01547
K01548	490	440	1145	1348	2149	1374	683	K01548
K01549	0	0	1	0	0	0	0	K01549
K01551	410	404	1099	1265	2389	1667	1027	K01551
K01552	26	25	73	54	86	35	20	K01552
K01554	23	26	57	51	73	28	15	K01554
K01555	190	203	559	692	1037	713	453	K01555
K01556	185	239	726	883	1589	1113	720	K01556
K01557	0	0	0	0	1	3	4	K01557
K01559	10	15	25	22	21	13	7	K01559
K01560	201	258	842	878	1373	798	492	K01560
K01561	79	107	310	344	565	411	265	K01561
K01563	87	100	252	255	314	161	102	K01563
K01565	25	47	160	189	247	172	119	K01565
K01567	0	1	1	0	0	0	0	K01567
K01568	0	0	0	0	5	1	1	K01568
K01569	164	142	370	348	371	227	88	K01569
K01574	79	63	235	275	486	317	185	K01574
K01575	9	9	55	85	121	59	37	K01575
K01576	21	29	108	101	152	74	48	K01576
K01577	10	13	31	29	23	12	5	K01577
K01578	28	46	141	159	169	107	64	K01578
K01579	166	153	469	528	967	690	432	K01579
K01580	17	13	33	15	9	4	0	K01580
K01581	45	62	174	189	237	135	98	K01581
K01584	5	2	18	21	24	14	10	K01584
K01585	26	27	62	34	30	21	15	K01585
K01586	206	268	774	772	1107	712	433	K01586
K01587	0	1	3	5	4	2	0	K01587
K01588	518	456	1275	1461	2491	1828	1230	K01588
K01589	178	214	573	594	904	585	364	K01589
K01591	226	294	782	851	1265	844	534	K01591
K01593	110	178	628	677	1106	649	465	K01593
K01595	1071	850	2220	2635	5692	4232	2587	K01595
K01596	665	573	1440	1772	3056	2188	1556	K01596
K01597	4	3	15	11	32	18	13	K01597
K01598	5	10	37	36	27	23	9	K01598
K01599	771	731	1792	2165	3839	2823	1884	K01599
K01601	14	22	65	53	50	40	21	K01601
K01602	43	38	97	101	139	92	54	K01602
K01604	18	34	83	89	115	61	47	K01604
K01607	1523	1558	4076	4472	7709	5490	3688	K01607
K01608	7	5	20	14	18	9	6	K01608
K01609	148	190	497	465	599	369	232	K01609
K01610	501	486	1264	1502	2974	2481	1716	K01610
K01611	5	5	26	27	25	23	19	K01611
K01612	1	1	1	0	2	0	0	K01612
K01613	460	441	1342	1695	3192	2396	1617	K01613
K01615	0	0	0	0	1	2	1	K01615
K01616	10	5	10	7	1	0	2	K01616
K01617	4	8	11	10	21	8	12	K01617
K01619	389	430	1162	1405	2810	2087	1494	K01619
K01620	909	838	2088	2435	4250	3064	1889	K01620
K01621	675	684	1756	1901	2561	1691	1071	K01621
K01622	8	13	53	72	117	96	61	K01622
K01623	227	221	734	971	1695	1340	885	K01623
K01624	247	244	792	893	1519	1080	660	K01624
K01625	146	177	527	526	900	571	363	K01625
K01626	597	532	1443	1647	3046	2308	1507	K01626
K01627	209	238	715	856	1406	1062	711	K01627
K01628	104	140	445	460	612	372	263	K01628
K01629	0	4	16	12	21	9	10	K01629
K01630	0	0	7	15	27	20	11	K01630
K01631	20	21	109	153	211	128	66	K01631
K01633	216	219	583	636	1109	761	458	K01633
K01634	13	22	55	54	83	54	34	K01634
K01635	117	141	337	312	274	148	78	K01635
K01637	240	259	681	741	1129	812	579	K01637
K01638	90	106	303	300	349	201	101	K01638
K01639	12	11	34	37	67	41	30	K01639
K01640	418	473	1114	1162	2123	1525	985	K01640
K01641	7	7	34	29	69	33	25	K01641
K01643	0	1	28	27	24	4	0	K01643
K01644	341	402	1098	1209	1726	1130	687	K01644
K01646	0	0	21	22	13	4	0	K01646
K01647	138	182	502	494	636	413	253	K01647
K01648	1	0	1	0	0	0	0	K01648
K01649	145	220	562	523	562	341	217	K01649
K01652	194	243	736	695	818	448	293	K01652
K01653	547	505	1199	1390	2469	1870	1171	K01653
K01654	12	17	46	43	66	35	24	K01654
K01655	6	6	18	11	14	8	6	K01655
K01657	150	173	460	438	626	373	258	K01657
K01658	222	261	686	742	1253	844	585	K01658
K01659	33	26	79	69	88	56	27	K01659
K01661	41	43	77	62	91	41	25	K01661
K01662	327	329	851	888	1374	861	601	K01662
K01663	0	0	1	0	0	0	0	K01663
K01664	132	154	459	511	732	505	329	K01664
K01665	7	8	41	45	78	38	25	K01665
K01666	63	57	125	116	306	217	128	K01666
K01667	7	19	75	86	118	58	39	K01667
K01668	1	4	11	13	38	16	12	K01668
K01669	25	23	90	84	103	55	24	K01669
K01671	7	6	8	7	4	4	3	K01671
K01673	830	900	2568	3156	5832	4400	2706	K01673
K01674	11	14	53	69	140	95	62	K01674
K01676	69	86	243	242	347	224	146	K01676
K01677	10	21	53	65	106	68	51	K01677
K01678	5	9	24	31	82	77	44	K01678
K01679	96	128	358	305	340	179	127	K01679
K01681	68	95	206	174	155	77	47	K01681
K01682	0	3	12	7	10	4	0	K01682
K01683	7	8	8	3	0	1	0	K01683
K01684	149	171	470	442	465	225	117	K01684
K01685	35	49	181	173	195	101	62	K01685
K01686	245	250	712	852	1305	888	549	K01686
K01687	131	164	448	408	497	295	164	K01687
K01689	1697	1188	3087	3548	6636	4960	3403	K01689
K01690	16	19	66	75	103	58	37	K01690
K01692	767	917	2574	2461	3507	2076	1354	K01692
K01693	66	81	242	255	344	239	153	K01693
K01695	765	680	1658	1923	3653	2685	1688	K01695
K01696	164	186	485	472	611	383	232	K01696
K01697	82	87	224	213	389	248	170	K01697
K01698	849	707	1782	2129	3746	2722	1824	K01698
K01699	1	5	3	5	6	2	2	K01699
K01703	139	176	505	493	600	345	224	K01703
K01704	471	478	1232	1290	2046	1478	978	K01704
K01705	0	0	29	39	25	7	2	K01705
K01706	20	21	77	73	54	19	12	K01706
K01707	31	39	94	79	109	66	41	K01707
K01708	14	17	56	39	29	12	5	K01708
K01709	91	105	335	331	406	227	139	K01709
K01710	110	168	441	423	536	299	169	K01710
K01711	370	415	1082	1208	1955	1357	911	K01711
K01712	212	220	571	634	1002	678	472	K01712
K01713	9	19	58	55	79	41	26	K01713
K01714	259	343	972	1053	1427	941	581	K01714
K01715	62	74	222	237	427	284	195	K01715
K01716	31	40	138	178	298	195	102	K01716
K01719	854	851	2120	2356	3971	2799	1721	K01719
K01720	175	183	519	573	743	491	358	K01720
K01721	71	84	251	274	374	251	182	K01721
K01724	633	647	1686	1944	3620	2682	1838	K01724
K01725	32	40	124	169	257	215	125	K01725
K01726	145	198	538	573	878	581	401	K01726
K01727	1	0	6	8	5	0	2	K01727
K01728	0	3	15	19	122	107	66	K01728
K01729	6	6	31	58	271	185	144	K01729
K01730	61	72	226	275	482	322	208	K01730
K01732	0	0	1	0	1	0	0	K01732
K01733	423	491	1340	1360	1938	1227	810	K01733
K01734	29	34	90	96	220	170	121	K01734
K01735	200	244	697	704	1052	650	478	K01735
K01736	228	296	765	815	1209	774	509	K01736
K01737	895	960	2433	2762	4459	3127	2045	K01737
K01738	132	188	564	519	594	329	190	K01738
K01739	85	121	284	283	434	272	181	K01739
K01740	171	216	566	604	649	392	218	K01740
K01743	1	1	2	2	5	4	2	K01743
K01744	14	36	82	91	182	125	78	K01744
K01745	148	187	500	543	866	512	321	K01745
K01749	689	626	1590	1844	3347	2430	1496	K01749
K01750	6	3	14	16	21	16	7	K01750
K01751	28	28	86	86	137	105	57	K01751
K01752	349	328	797	1026	2093	1643	1081	K01752
K01753	36	42	103	84	94	45	20	K01753
K01754	505	663	1986	2068	3293	2164	1444	K01754
K01755	596	593	1624	1887	3487	2593	1695	K01755
K01756	200	245	653	660	958	590	400	K01756
K01758	40	56	142	142	263	165	111	K01758
K01759	203	232	668	755	1207	822	520	K01759
K01760	92	144	398	394	547	324	210	K01760
K01761	15	29	38	28	40	19	15	K01761
K01764	1	0	2	0	0	0	0	K01764
K01766	0	0	0	0	0	1	1	K01766
K01767	12	13	41	48	92	55	39	K01767
K01768	357	490	1705	2206	4276	2762	1816	K01768
K01770	28	54	166	194	299	231	159	K01770
K01771	9	5	18	10	29	10	3	K01771
K01772	866	731	2006	2441	4246	3109	2022	K01772
K01775	655	695	1698	1939	3697	2599	1802	K01775
K01776	405	393	1090	1316	2306	1545	1030	K01776
K01777	13	17	63	50	111	68	57	K01777
K01778	642	628	1681	2019	3858	2834	1886	K01778
K01779	123	149	646	876	1570	1099	674	K01779
K01780	0	0	0	1	0	0	0	K01780
K01781	11	23	83	112	155	78	60	K01781
K01782	14	21	48	61	110	54	31	K01782
K01783	216	271	719	736	1094	709	500	K01783
K01784	315	492	1383	1396	1870	1185	781	K01784
K01785	941	902	2286	2634	4391	3109	1897	K01785
K01787	9	12	20	22	40	27	18	K01787
K01788	80	67	111	78	67	24	17	K01788
K01790	247	287	866	950	1416	930	619	K01790
K01791	73	97	354	323	409	205	151	K01791
K01792	27	46	179	235	398	243	155	K01792
K01793	21	35	106	82	73	28	17	K01793
K01795	5	7	16	19	60	36	19	K01795
K01796	99	116	299	249	398	243	138	K01796
K01798	5	11	18	20	20	9	10	K01798
K01799	192	212	611	822	1656	1258	902	K01799
K01800	77	102	336	414	652	433	276	K01800
K01801	23	31	88	99	153	95	60	K01801
K01802	50	83	256	268	448	315	224	K01802
K01803	148	211	622	616	786	442	298	K01803
K01804	181	214	489	520	657	369	236	K01804
K01805	281	309	846	968	1913	1452	950	K01805
K01807	439	404	977	1056	1514	1050	588	K01807
K01808	173	223	695	948	1820	1294	900	K01808
K01809	610	518	1288	1358	1597	974	608	K01809
K01810	495	459	1333	1556	2561	1830	1183	K01810
K01811	48	80	166	144	111	45	25	K01811
K01812	231	241	619	781	1279	894	612	K01812
K01813	4	4	33	30	62	28	23	K01813
K01814	86	111	307	277	439	257	186	K01814
K01815	61	75	178	231	443	274	202	K01815
K01816	195	279	834	951	1389	959	650	K01816
K01817	129	172	484	495	735	452	286	K01817
K01818	33	32	86	74	75	29	19	K01818
K01820	38	55	137	121	145	85	56	K01820
K01821	195	228	779	958	1494	961	523	K01821
K01822	56	59	133	129	267	176	125	K01822
K01823	96	96	212	276	554	358	228	K01823
K01824	1	2	3	1	0	0	0	K01824
K01825	4	7	13	11	11	7	2	K01825
K01826	28	29	101	129	226	154	94	K01826
K01829	2	1	21	40	69	38	18	K01829
K01834	181	203	528	613	1101	923	656	K01834
K01835	45	83	221	214	254	113	69	K01835
K01838	54	101	295	292	372	249	159	K01838
K01839	324	304	756	850	1795	1466	1059	K01839
K01840	51	70	121	99	125	64	39	K01840
K01841	16	15	61	64	84	62	50	K01841
K01843	39	55	214	238	374	211	128	K01843
K01844	5	8	18	11	4	1	0	K01844
K01845	477	531	1481	1502	2150	1285	837	K01845
K01846	5	5	11	17	32	26	12	K01846
K01847	15	16	79	77	57	22	11	K01847
K01848	107	148	320	307	346	177	137	K01848
K01849	241	251	664	650	1063	752	516	K01849
K01850	1	0	0	1	0	0	0	K01850
K01854	226	258	777	919	1347	954	669	K01854
K01856	8	12	39	38	41	18	11	K01856
K01857	77	89	193	176	225	141	68	K01857
K01858	468	471	1011	1148	1850	1487	1063	K01858
K01860	0	0	0	0	1	1	0	K01860
K01865	8	23	123	181	271	173	118	K01865
K01866	691	717	1717	2050	3757	2750	1918	K01866
K01867	609	626	1588	1757	3126	2290	1548	K01867
K01868	1059	1028	2572	3007	5459	4215	2863	K01868
K01869	307	358	912	920	1311	862	566	K01869
K01870	170	225	576	548	733	431	303	K01870
K01872	838	858	2212	2533	4151	3013	2082	K01872
